"sim_number","migration_rates","area","K_num","island_species"
"64","0.017","60","6","8"
"64","0.017","70","7","9"
"64","0.017","80","8","9"
"64","0.017","90","9","15"
"64","0.017","100","10","12"
"64","0.017","110","11","12"
"64","0.017","120","12","11"
"64","0.017","130","13","13"
"64","0.017","140","14","13"
"64","0.017","150","15","18"
"64","0.017","160","16","16"
"64","0.017","170","17","21"
"64","0.017","180","18","12"
"64","0.017","190","19","18"
"64","0.017","200","20","18"
"64","0.018","10","1","1"
"64","0.018","20","2","4"
"64","0.018","30","3","3"
"64","0.018","40","4","6"
"64","0.018","50","5","4"
"64","0.018","60","6","4"
"64","0.018","70","7","10"
"64","0.018","80","8","11"
"64","0.018","90","9","10"
"64","0.018","100","10","8"
"64","0.018","110","11","11"
"64","0.018","120","12","17"
"64","0.018","130","13","12"
"64","0.018","140","14","15"
"64","0.018","150","15","14"
"64","0.018","160","16","14"
"64","0.018","170","17","14"
"64","0.018","180","18","17"
"64","0.018","190","19","19"
"64","0.018","200","20","18"
"64","0.019","10","1","2"
"64","0.019","20","2","2"
"64","0.019","30","3","5"
"64","0.019","40","4","4"
"64","0.019","50","5","7"
"64","0.019","60","6","8"
"64","0.019","70","7","8"
"64","0.019","80","8","9"
"64","0.019","90","9","10"
"64","0.019","100","10","11"
"64","0.019","110","11","12"
"64","0.019","120","12","14"
"64","0.019","130","13","11"
"64","0.019","140","14","11"
"64","0.019","150","15","13"
"64","0.019","160","16","13"
"64","0.019","170","17","20"
"64","0.019","180","18","20"
"64","0.019","190","19","16"
"64","0.019","200","20","18"
"64","0.02","10","1","1"
"64","0.02","20","2","2"
"64","0.02","30","3","4"
"64","0.02","40","4","4"
"64","0.02","50","5","5"
"64","0.02","60","6","8"
"64","0.02","70","7","8"
"64","0.02","80","8","11"
"64","0.02","90","9","12"
"64","0.02","100","10","12"
"64","0.02","110","11","10"
"64","0.02","120","12","12"
"64","0.02","130","13","13"
"64","0.02","140","14","15"
"64","0.02","150","15","12"
"64","0.02","160","16","13"
"64","0.02","170","17","19"
"64","0.02","180","18","17"
"64","0.02","190","19","20"
"64","0.02","200","20","16"
"64","0.021","10","1","2"
"64","0.021","20","2","2"
"64","0.021","30","3","2"
"64","0.021","40","4","4"
"64","0.021","50","5","5"
"64","0.021","60","6","7"
"64","0.021","70","7","11"
"64","0.021","80","8","11"
"64","0.021","90","9","8"
"64","0.021","100","10","10"
"64","0.021","110","11","11"
"64","0.021","120","12","11"
"64","0.021","130","13","16"
"64","0.021","140","14","17"
"64","0.021","150","15","16"
"64","0.021","160","16","14"
"64","0.021","170","17","18"
"64","0.021","180","18","16"
"64","0.021","190","19","17"
"64","0.021","200","20","17"
"64","0.022","10","1","1"
"64","0.022","20","2","3"
"64","0.022","30","3","5"
"64","0.022","40","4","4"
"64","0.022","50","5","6"
"64","0.022","60","6","8"
"64","0.022","70","7","7"
"64","0.022","80","8","9"
"64","0.022","90","9","12"
"64","0.022","100","10","12"
"64","0.022","110","11","16"
"64","0.022","120","12","12"
"64","0.022","130","13","17"
"64","0.022","140","14","16"
"64","0.022","150","15","12"
"64","0.022","160","16","16"
"64","0.022","170","17","15"
"64","0.022","180","18","19"
"64","0.022","190","19","16"
"64","0.022","200","20","17"
"64","0.023","10","1","2"
"64","0.023","20","2","2"
"64","0.023","30","3","6"
"64","0.023","40","4","5"
"64","0.023","50","5","8"
"64","0.023","60","6","7"
"64","0.023","70","7","9"
"64","0.023","80","8","8"
"64","0.023","90","9","9"
"64","0.023","100","10","11"
"64","0.023","110","11","12"
"64","0.023","120","12","12"
"64","0.023","130","13","11"
"64","0.023","140","14","13"
"64","0.023","150","15","18"
"64","0.023","160","16","18"
"64","0.023","170","17","14"
"64","0.023","180","18","19"
"64","0.023","190","19","24"
"64","0.023","200","20","21"
"64","0.024","10","1","1"
"64","0.024","20","2","1"
"64","0.024","30","3","3"
"64","0.024","40","4","4"
"64","0.024","50","5","6"
"64","0.024","60","6","10"
"64","0.024","70","7","9"
"64","0.024","80","8","9"
"64","0.024","90","9","12"
"64","0.024","100","10","12"
"64","0.024","110","11","16"
"64","0.024","120","12","13"
"64","0.024","130","13","14"
"64","0.024","140","14","11"
"64","0.024","150","15","18"
"64","0.024","160","16","20"
"64","0.024","170","17","17"
"64","0.024","180","18","19"
"64","0.024","190","19","20"
"64","0.024","200","20","22"
"64","0.025","10","1","1"
"64","0.025","20","2","3"
"64","0.025","30","3","5"
"64","0.025","40","4","5"
"64","0.025","50","5","8"
"64","0.025","60","6","7"
"64","0.025","70","7","10"
"64","0.025","80","8","9"
"64","0.025","90","9","10"
"64","0.025","100","10","10"
"64","0.025","110","11","12"
"64","0.025","120","12","16"
"64","0.025","130","13","14"
"64","0.025","140","14","17"
"64","0.025","150","15","17"
"64","0.025","160","16","17"
"64","0.025","170","17","13"
"64","0.025","180","18","19"
"64","0.025","190","19","17"
"64","0.025","200","20","19"
"64","0.026","10","1","2"
"64","0.026","20","2","3"
"64","0.026","30","3","4"
"64","0.026","40","4","5"
"64","0.026","50","5","8"
"64","0.026","60","6","4"
"64","0.026","70","7","9"
"64","0.026","80","8","12"
"64","0.026","90","9","11"
"64","0.026","100","10","13"
"64","0.026","110","11","21"
"64","0.026","120","12","14"
"64","0.026","130","13","13"
"64","0.026","140","14","14"
"64","0.026","150","15","14"
"64","0.026","160","16","15"
"64","0.026","170","17","14"
"64","0.026","180","18","20"
"64","0.026","190","19","21"
"64","0.026","200","20","18"
"64","0.027","10","1","1"
"64","0.027","20","2","6"
"64","0.027","30","3","3"
"64","0.027","40","4","8"
"64","0.027","50","5","5"
"64","0.027","60","6","7"
"64","0.027","70","7","7"
"64","0.027","80","8","7"
"64","0.027","90","9","10"
"64","0.027","100","10","11"
"64","0.027","110","11","15"
"64","0.027","120","12","10"
"64","0.027","130","13","16"
"64","0.027","140","14","11"
"64","0.027","150","15","15"
"64","0.027","160","16","16"
"64","0.027","170","17","18"
"64","0.027","180","18","18"
"64","0.027","190","19","18"
"64","0.027","200","20","14"
"64","0.028","10","1","2"
"64","0.028","20","2","3"
"64","0.028","30","3","4"
"64","0.028","40","4","4"
"64","0.028","50","5","5"
"64","0.028","60","6","6"
"64","0.028","70","7","9"
"64","0.028","80","8","9"
"64","0.028","90","9","11"
"64","0.028","100","10","12"
"64","0.028","110","11","12"
"64","0.028","120","12","15"
"64","0.028","130","13","10"
"64","0.028","140","14","11"
"64","0.028","150","15","15"
"64","0.028","160","16","14"
"64","0.028","170","17","15"
"64","0.028","180","18","19"
"64","0.028","190","19","19"
"64","0.028","200","20","19"
"64","0.029","10","1","1"
"64","0.029","20","2","3"
"64","0.029","30","3","5"
"64","0.029","40","4","5"
"64","0.029","50","5","7"
"64","0.029","60","6","9"
"64","0.029","70","7","9"
"64","0.029","80","8","9"
"64","0.029","90","9","16"
"64","0.029","100","10","12"
"64","0.029","110","11","13"
"64","0.029","120","12","12"
"64","0.029","130","13","11"
"64","0.029","140","14","18"
"64","0.029","150","15","15"
"64","0.029","160","16","20"
"64","0.029","170","17","15"
"64","0.029","180","18","16"
"64","0.029","190","19","18"
"64","0.029","200","20","18"
"64","0.03","10","1","1"
"64","0.03","20","2","3"
"64","0.03","30","3","4"
"64","0.03","40","4","6"
"64","0.03","50","5","4"
"64","0.03","60","6","10"
"64","0.03","70","7","8"
"64","0.03","80","8","10"
"64","0.03","90","9","11"
"64","0.03","100","10","9"
"64","0.03","110","11","12"
"64","0.03","120","12","16"
"64","0.03","130","13","13"
"64","0.03","140","14","14"
"64","0.03","150","15","20"
"64","0.03","160","16","16"
"64","0.03","170","17","16"
"64","0.03","180","18","16"
"64","0.03","190","19","16"
"64","0.03","200","20","17"
"64","0.031","10","1","1"
"64","0.031","20","2","4"
"64","0.031","30","3","5"
"64","0.031","40","4","6"
"64","0.031","50","5","9"
"64","0.031","60","6","6"
"64","0.031","70","7","9"
"64","0.031","80","8","8"
"64","0.031","90","9","7"
"64","0.031","100","10","16"
"64","0.031","110","11","15"
"64","0.031","120","12","15"
"64","0.031","130","13","15"
"64","0.031","140","14","17"
"64","0.031","150","15","16"
"64","0.031","160","16","20"
"64","0.031","170","17","15"
"64","0.031","180","18","16"
"64","0.031","190","19","22"
"64","0.031","200","20","16"
"64","0.032","10","1","2"
"64","0.032","20","2","2"
"64","0.032","30","3","7"
"64","0.032","40","4","4"
"64","0.032","50","5","7"
"64","0.032","60","6","11"
"64","0.032","70","7","11"
"64","0.032","80","8","12"
"64","0.032","90","9","8"
"64","0.032","100","10","15"
"64","0.032","110","11","11"
"64","0.032","120","12","15"
"64","0.032","130","13","14"
"64","0.032","140","14","19"
"64","0.032","150","15","16"
"64","0.032","160","16","17"
"64","0.032","170","17","21"
"64","0.032","180","18","18"
"64","0.032","190","19","14"
"64","0.032","200","20","21"
"64","0.033","10","1","2"
"64","0.033","20","2","2"
"64","0.033","30","3","5"
"64","0.033","40","4","3"
"64","0.033","50","5","6"
"64","0.033","60","6","11"
"64","0.033","70","7","8"
"64","0.033","80","8","9"
"64","0.033","90","9","10"
"64","0.033","100","10","11"
"64","0.033","110","11","17"
"64","0.033","120","12","17"
"64","0.033","130","13","18"
"64","0.033","140","14","16"
"64","0.033","150","15","18"
"64","0.033","160","16","19"
"64","0.033","170","17","22"
"64","0.033","180","18","17"
"64","0.033","190","19","18"
"64","0.033","200","20","14"
"64","0.034","10","1","1"
"64","0.034","20","2","2"
"64","0.034","30","3","6"
"64","0.034","40","4","6"
"64","0.034","50","5","7"
"64","0.034","60","6","9"
"64","0.034","70","7","8"
"64","0.034","80","8","10"
"64","0.034","90","9","17"
"64","0.034","100","10","13"
"64","0.034","110","11","11"
"64","0.034","120","12","16"
"64","0.034","130","13","13"
"64","0.034","140","14","16"
"64","0.034","150","15","17"
"64","0.034","160","16","18"
"64","0.034","170","17","14"
"64","0.034","180","18","24"
"64","0.034","190","19","22"
"64","0.034","200","20","23"
"64","0.035","10","1","2"
"64","0.035","20","2","4"
"64","0.035","30","3","4"
"64","0.035","40","4","6"
"64","0.035","50","5","3"
"64","0.035","60","6","10"
"64","0.035","70","7","13"
"64","0.035","80","8","12"
"64","0.035","90","9","14"
"64","0.035","100","10","11"
"64","0.035","110","11","13"
"64","0.035","120","12","14"
"64","0.035","130","13","17"
"64","0.035","140","14","15"
"64","0.035","150","15","16"
"64","0.035","160","16","15"
"64","0.035","170","17","22"
"64","0.035","180","18","17"
"64","0.035","190","19","22"
"64","0.035","200","20","21"
"64","0.036","10","1","1"
"64","0.036","20","2","2"
"64","0.036","30","3","6"
"64","0.036","40","4","6"
"64","0.036","50","5","7"
"64","0.036","60","6","10"
"64","0.036","70","7","9"
"64","0.036","80","8","11"
"64","0.036","90","9","10"
"64","0.036","100","10","13"
"64","0.036","110","11","12"
"64","0.036","120","12","16"
"64","0.036","130","13","19"
"64","0.036","140","14","16"
"64","0.036","150","15","23"
"64","0.036","160","16","17"
"64","0.036","170","17","15"
"64","0.036","180","18","18"
"64","0.036","190","19","22"
"64","0.036","200","20","17"
"64","0.037","10","1","1"
"64","0.037","20","2","3"
"64","0.037","30","3","3"
"64","0.037","40","4","6"
"64","0.037","50","5","9"
"64","0.037","60","6","9"
"64","0.037","70","7","11"
"64","0.037","80","8","11"
"64","0.037","90","9","13"
"64","0.037","100","10","12"
"64","0.037","110","11","15"
"64","0.037","120","12","16"
"64","0.037","130","13","13"
"64","0.037","140","14","13"
"64","0.037","150","15","18"
"64","0.037","160","16","17"
"64","0.037","170","17","20"
"64","0.037","180","18","21"
"64","0.037","190","19","24"
"64","0.037","200","20","21"
"64","0.038","10","1","1"
"64","0.038","20","2","2"
"64","0.038","30","3","4"
"64","0.038","40","4","6"
"64","0.038","50","5","11"
"64","0.038","60","6","8"
"64","0.038","70","7","9"
"64","0.038","80","8","10"
"64","0.038","90","9","13"
"64","0.038","100","10","10"
"64","0.038","110","11","17"
"64","0.038","120","12","12"
"64","0.038","130","13","13"
"64","0.038","140","14","16"
"64","0.038","150","15","16"
"64","0.038","160","16","15"
"64","0.038","170","17","13"
"64","0.038","180","18","16"
"64","0.038","190","19","20"
"64","0.038","200","20","16"
"64","0.039","10","1","2"
"64","0.039","20","2","4"
"64","0.039","30","3","4"
"64","0.039","40","4","6"
"64","0.039","50","5","9"
"64","0.039","60","6","7"
"64","0.039","70","7","9"
"64","0.039","80","8","10"
"64","0.039","90","9","9"
"64","0.039","100","10","14"
"64","0.039","110","11","11"
"64","0.039","120","12","13"
"64","0.039","130","13","18"
"64","0.039","140","14","16"
"64","0.039","150","15","19"
"64","0.039","160","16","19"
"64","0.039","170","17","19"
"64","0.039","180","18","16"
"64","0.039","190","19","20"
"64","0.039","200","20","21"
"64","0.04","10","1","2"
"64","0.04","20","2","2"
"64","0.04","30","3","5"
"64","0.04","40","4","5"
"64","0.04","50","5","8"
"64","0.04","60","6","8"
"64","0.04","70","7","11"
"64","0.04","80","8","10"
"64","0.04","90","9","8"
"64","0.04","100","10","14"
"64","0.04","110","11","12"
"64","0.04","120","12","13"
"64","0.04","130","13","19"
"64","0.04","140","14","17"
"64","0.04","150","15","20"
"64","0.04","160","16","18"
"64","0.04","170","17","18"
"64","0.04","180","18","18"
"64","0.04","190","19","16"
"64","0.04","200","20","19"
"64","0.041","10","1","3"
"64","0.041","20","2","2"
"64","0.041","30","3","5"
"64","0.041","40","4","9"
"64","0.041","50","5","12"
"64","0.041","60","6","7"
"64","0.041","70","7","9"
"64","0.041","80","8","8"
"64","0.041","90","9","11"
"64","0.041","100","10","15"
"64","0.041","110","11","13"
"64","0.041","120","12","12"
"64","0.041","130","13","16"
"64","0.041","140","14","15"
"64","0.041","150","15","20"
"64","0.041","160","16","17"
"64","0.041","170","17","15"
"64","0.041","180","18","14"
"64","0.041","190","19","21"
"64","0.041","200","20","17"
"64","0.042","10","1","2"
"64","0.042","20","2","3"
"64","0.042","30","3","8"
"64","0.042","40","4","8"
"64","0.042","50","5","7"
"64","0.042","60","6","8"
"64","0.042","70","7","7"
"64","0.042","80","8","10"
"64","0.042","90","9","11"
"64","0.042","100","10","11"
"64","0.042","110","11","11"
"64","0.042","120","12","13"
"64","0.042","130","13","15"
"64","0.042","140","14","19"
"64","0.042","150","15","14"
"64","0.042","160","16","19"
"64","0.042","170","17","14"
"64","0.042","180","18","25"
"64","0.042","190","19","21"
"64","0.042","200","20","22"
"64","0.043","10","1","2"
"64","0.043","20","2","2"
"64","0.043","30","3","4"
"64","0.043","40","4","6"
"64","0.043","50","5","5"
"64","0.043","60","6","11"
"64","0.043","70","7","7"
"64","0.043","80","8","7"
"64","0.043","90","9","14"
"64","0.043","100","10","15"
"64","0.043","110","11","16"
"64","0.043","120","12","16"
"64","0.043","130","13","18"
"64","0.043","140","14","15"
"64","0.043","150","15","14"
"64","0.043","160","16","12"
"64","0.043","170","17","17"
"64","0.043","180","18","19"
"64","0.043","190","19","19"
"64","0.043","200","20","21"
"64","0.044","10","1","3"
"64","0.044","20","2","3"
"64","0.044","30","3","7"
"64","0.044","40","4","9"
"64","0.044","50","5","8"
"64","0.044","60","6","9"
"64","0.044","70","7","12"
"64","0.044","80","8","9"
"64","0.044","90","9","12"
"64","0.044","100","10","14"
"64","0.044","110","11","10"
"64","0.044","120","12","19"
"64","0.044","130","13","17"
"64","0.044","140","14","14"
"64","0.044","150","15","21"
"64","0.044","160","16","19"
"64","0.044","170","17","11"
"64","0.044","180","18","17"
"64","0.044","190","19","20"
"64","0.044","200","20","22"
"64","0.045","10","1","2"
"64","0.045","20","2","4"
"64","0.045","30","3","6"
"64","0.045","40","4","6"
"64","0.045","50","5","11"
"64","0.045","60","6","8"
"64","0.045","70","7","13"
"64","0.045","80","8","12"
"64","0.045","90","9","11"
"64","0.045","100","10","11"
"64","0.045","110","11","14"
"64","0.045","120","12","12"
"64","0.045","130","13","16"
"64","0.045","140","14","20"
"64","0.045","150","15","14"
"64","0.045","160","16","22"
"64","0.045","170","17","18"
"64","0.045","180","18","22"
"64","0.045","190","19","20"
"64","0.045","200","20","24"
"64","0.046","10","1","2"
"64","0.046","20","2","3"
"64","0.046","30","3","8"
"64","0.046","40","4","6"
"64","0.046","50","5","8"
"64","0.046","60","6","9"
"64","0.046","70","7","11"
"64","0.046","80","8","7"
"64","0.046","90","9","14"
"64","0.046","100","10","15"
"64","0.046","110","11","13"
"64","0.046","120","12","14"
"64","0.046","130","13","15"
"64","0.046","140","14","19"
"64","0.046","150","15","17"
"64","0.046","160","16","21"
"64","0.046","170","17","23"
"64","0.046","180","18","18"
"64","0.046","190","19","24"
"64","0.046","200","20","23"
"64","0.047","10","1","1"
"64","0.047","20","2","2"
"64","0.047","30","3","6"
"64","0.047","40","4","5"
"64","0.047","50","5","8"
"64","0.047","60","6","10"
"64","0.047","70","7","10"
"64","0.047","80","8","13"
"64","0.047","90","9","11"
"64","0.047","100","10","13"
"64","0.047","110","11","15"
"64","0.047","120","12","19"
"64","0.047","130","13","16"
"64","0.047","140","14","19"
"64","0.047","150","15","19"
"64","0.047","160","16","23"
"64","0.047","170","17","20"
"64","0.047","180","18","21"
"64","0.047","190","19","20"
"64","0.047","200","20","23"
"64","0.048","10","1","3"
"64","0.048","20","2","4"
"64","0.048","30","3","5"
"64","0.048","40","4","10"
"64","0.048","50","5","8"
"64","0.048","60","6","11"
"64","0.048","70","7","13"
"64","0.048","80","8","17"
"64","0.048","90","9","11"
"64","0.048","100","10","17"
"64","0.048","110","11","15"
"64","0.048","120","12","18"
"64","0.048","130","13","14"
"64","0.048","140","14","17"
"64","0.048","150","15","17"
"64","0.048","160","16","17"
